data,hora,pk,D_TRACAT_ALTIMETRIC,D_TIPUS_VIA,D_SENTITS_VIA,D_CLIMATOLOGIA,D_BOIRA,D_LLUMINOSITAT
02/08/2020,10.38,394.0,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
20/11/2016,4.31,305.3,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
10/12/2015,8.17,226.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
08/04/2013,20.53,8.7,Rampa,Carretera,Doble sentit,Pluja,No es de el cas,Clar
20/10/2017,8.41,176.9,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
16/04/2023,23.21,303.3,Pla,Autovia,Un sentit,Pluja,No es de el cas,Fosc
13/05/2023,1.26,306.1,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
11/08/2016,10.0,301.6,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
13/04/2013,10.57,167.0,Pla,Carretera,Un sentit,Pluja,No es de el cas,Clar
13/11/2018,8.8,161.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
29/10/2014,15.26,306.7,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
18/07/2022,1.35,163.5,Pendent,Autovia,Doble sentit,Boira,Boira,Fosc
21/04/2023,15.27,37.7,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
30/04/2015,1.10,65.6,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Fosc
16/08/2015,13.1,132.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
07/11/2013,14.47,321.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
05/11/2016,10.40,268.7,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
24/07/2021,20.56,135.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
13/03/2015,23.11,92.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
27/09/2020,13.57,174.5,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
13/08/2010,2.8,308.1,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Fosc
01/12/2010,0.44,272.2,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
03/08/2018,2.42,299.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
05/11/2022,0.2,290.6,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
06/10/2023,11.42,304.9,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Clar
29/03/2015,12.19,27.8,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
13/11/2012,5.55,125.8,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
05/09/2023,11.58,11.3,Rampa,Carretera,Doble sentit,Pluja,No es de el cas,Clar
10/04/2012,0.27,309.4,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
15/01/2010,8.2,170.2,Rampa,Carretera,Doble sentit,Ennudesit,No es de el cas,Clar
31/08/2021,21.7,83.6,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
04/07/2022,20.15,114.8,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
19/01/2021,18.11,290.6,Pla,Carretera,Un sentit,Boira,Boira,Clar
14/03/2020,8.57,283.4,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
26/02/2021,17.4,330.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
26/02/2012,12.36,203.3,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
21/08/2019,21.44,411.0,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Fosc
05/03/2022,6.3,304.5,Pendent,Autovia,Doble sentit,Boira,Boira,Fosc
29/04/2014,11.34,292.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
03/12/2023,2.0,7.1,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
09/12/2012,23.38,1.5,Pla,Autovia,Doble sentit,Boira,Boira,Fosc
21/01/2017,20.35,0.5,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
13/12/2021,19.6,392.5,Rampa,Carretera,Un sentit,Serè,No es de el cas,Clar
08/06/2014,12.13,163.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
16/11/2016,20.15,72.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
27/12/2011,10.44,0.1,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
11/10/2011,23.34,9.9,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
30/07/2023,11.46,293.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
07/07/2017,13.26,199.0,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Clar
05/10/2016,21.0,443.2,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
13/08/2023,2.29,19.4,Pla,Autovia,Un sentit,Pluja,No es de el cas,Fosc
07/01/2015,16.0,16.4,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
16/06/2012,13.22,235.3,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
03/10/2015,13.28,239.1,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
31/01/2015,11.16,9.6,Pla,Carretera,Doble sentit,Ennudesit,No es de el cas,Clar
19/11/2010,8.47,232.5,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
24/01/2023,5.38,271.5,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
12/04/2021,23.19,231.2,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
01/03/2011,14.12,169.5,Pla,Carretera,Un sentit,Ennudesit,No es de el cas,Clar
13/11/2012,14.47,191.6,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
27/07/2023,12.52,260.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
07/04/2014,13.29,168.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
12/04/2020,10.4,286.4,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
05/09/2015,19.1,147.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
12/01/2012,0.50,138.7,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
19/05/2012,1.54,382.3,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
10/11/2018,20.44,13.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
06/01/2014,22.0,390.8,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
06/06/2023,13.29,139.3,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
11/12/2021,1.18,469.0,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
15/06/2019,18.46,47.7,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
24/06/2010,2.42,83.4,Pla,Autovia,Un sentit,Boira,Boira,Fosc
24/04/2016,20.11,383.0,Pendent,Autovia,Un sentit,Boira,Boira,Clar
02/08/2011,1.3,127.2,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
27/07/2020,9.56,142.6,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
14/12/2019,1.55,34.8,Pla,Carretera,Doble sentit,Boira,Boira,Fosc
24/10/2013,6.55,106.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
18/03/2012,23.8,344.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
15/05/2019,3.48,125.8,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Fosc
30/06/2018,16.5,165.4,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
04/04/2012,11.40,445.1,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
01/09/2014,11.7,6.6,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
22/04/2021,9.51,397.4,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
17/10/2014,19.27,295.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
13/07/2014,6.18,168.5,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
07/12/2011,13.29,292.6,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
07/10/2013,11.33,311.8,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
24/11/2023,20.23,172.7,Rampa,Autovia,Un sentit,Boira,Boira,Clar
16/11/2010,3.34,455.2,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
11/05/2011,15.54,176.3,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
26/02/2017,11.7,14.4,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
01/12/2022,13.31,166.9,Pendent,Carretera,Doble sentit,Pluja,No es de el cas,Clar
13/07/2022,18.36,461.4,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
23/03/2015,8.28,427.6,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
05/08/2013,19.2,380.0,Pendent,Autovia,Un sentit,Boira,Boira,Clar
28/07/2019,19.22,28.7,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
22/07/2014,12.48,195.3,Pendent,Carretera,Un sentit,Pluja,No es de el cas,Clar
16/02/2017,16.23,4.4,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
26/12/2021,17.40,440.3,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
25/02/2011,1.55,184.0,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Fosc
12/04/2023,3.54,308.3,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
25/04/2015,16.32,386.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
27/09/2017,13.0,73.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
19/11/2020,5.38,230.9,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
18/01/2013,5.53,203.5,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
31/01/2010,12.26,338.3,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
07/02/2019,18.27,179.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
13/10/2022,8.54,309.1,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
03/04/2020,9.33,302.2,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
05/12/2015,8.50,110.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
06/07/2014,18.8,16.1,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
01/03/2022,10.27,100.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
30/06/2018,20.46,276.5,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
20/02/2011,8.45,302.5,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
17/09/2010,5.35,297.1,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
11/05/2010,4.52,132.1,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
02/03/2018,12.15,297.1,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Clar
29/11/2023,16.28,294.2,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
05/06/2023,10.3,145.7,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Clar
15/03/2012,11.9,222.7,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
15/04/2011,3.12,222.7,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
21/05/2010,9.18,14.8,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Clar
11/08/2016,9.56,436.9,Rampa,Carretera,Doble sentit,Pluja,No es de el cas,Clar
08/02/2023,10.47,436.7,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
25/12/2018,5.40,177.5,Rampa,Autovia,Doble sentit,Boira,Boira,Fosc
02/09/2016,3.59,295.3,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
30/04/2015,9.28,171.1,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
20/02/2018,5.19,9.6,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
14/08/2022,7.18,300.0,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
30/05/2023,21.17,376.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
11/09/2011,3.22,161.4,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
25/04/2021,19.5,127.0,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
05/07/2011,21.42,179.9,Pendent,Carretera,Un sentit,Boira,Boira,Fosc
06/03/2010,10.51,212.6,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
15/11/2012,9.8,160.5,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
15/10/2010,6.13,362.8,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
14/10/2010,16.41,7.3,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
06/11/2023,11.42,433.4,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
21/10/2015,3.31,120.2,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
20/08/2015,0.40,302.8,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
15/04/2010,8.35,168.6,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
24/02/2017,20.43,450.5,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
22/01/2013,8.29,88.4,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
01/06/2014,3.37,244.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
28/09/2014,14.33,14.8,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
27/01/2016,7.57,306.9,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
20/01/2011,19.5,15.8,Rampa,Carretera,Un sentit,Pluja,No es de el cas,Clar
26/10/2018,11.33,303.5,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Clar
13/03/2023,7.12,368.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
07/07/2016,22.37,298.2,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
26/03/2021,6.14,319.6,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
29/05/2018,3.19,308.6,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
05/02/2022,19.1,168.2,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Clar
22/03/2022,2.45,168.5,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
09/07/2016,0.9,5.8,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
08/06/2015,10.41,176.3,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
20/11/2023,0.49,160.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
26/05/2020,13.32,275.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
11/05/2021,8.24,289.6,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
11/03/2014,19.17,288.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
16/07/2010,19.6,361.8,Pla,Autovia,Un sentit,Boira,Boira,Clar
17/11/2016,10.52,283.3,Pendent,Carretera,Un sentit,Boira,Boira,Clar
01/11/2014,12.7,168.9,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Clar
27/05/2014,9.16,217.7,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
22/10/2010,8.23,327.5,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
08/06/2017,4.9,3.1,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
07/08/2018,17.57,430.3,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
15/11/2023,3.32,176.9,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
31/07/2015,1.39,190.2,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
16/11/2012,19.55,435.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
25/03/2011,21.2,297.9,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
17/03/2011,0.19,457.0,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
18/02/2018,21.39,309.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
06/10/2022,19.18,176.8,Pla,Carretera,Un sentit,Ennudesit,No es de el cas,Clar
23/12/2022,22.10,468.2,Pendent,Carretera,Doble sentit,Pluja,No es de el cas,Fosc
30/08/2017,20.13,166.1,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
16/09/2022,2.50,302.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
15/12/2021,8.48,220.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
11/02/2014,10.1,356.5,Rampa,Carretera,Doble sentit,Pluja,No es de el cas,Clar
27/05/2014,8.21,463.9,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Clar
26/01/2019,7.0,162.8,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
03/11/2023,2.27,166.8,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
05/11/2011,6.13,307.9,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
15/02/2013,11.52,13.3,Pendent,Carretera,Un sentit,Pluja,No es de el cas,Clar
28/02/2019,15.29,92.8,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
04/05/2020,2.29,302.8,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
04/06/2018,5.27,304.7,Pla,Carretera,Un sentit,Pluja,No es de el cas,Fosc
11/06/2016,12.50,2.2,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Clar
08/02/2017,21.18,235.8,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
17/11/2022,18.16,378.9,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
29/11/2018,16.39,301.7,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
24/11/2014,22.25,54.2,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
30/10/2015,0.30,464.7,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
29/08/2017,5.59,426.5,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
10/07/2015,20.45,108.8,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
24/02/2022,4.17,160.3,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
05/07/2023,0.19,27.0,Rampa,Carretera,Un sentit,Ennudesit,No es de el cas,Fosc
06/05/2016,11.7,448.6,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
21/01/2014,13.21,306.6,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
09/02/2010,18.47,118.1,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
25/08/2016,20.5,110.4,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
06/12/2016,3.39,453.1,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
20/10/2015,1.55,379.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
10/07/2022,17.40,164.0,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
07/10/2020,5.14,321.2,Pendent,Carretera,Doble sentit,Pluja,No es de el cas,Fosc
19/10/2016,5.37,434.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
02/04/2012,2.59,383.6,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Fosc
09/04/2016,1.31,9.9,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
21/12/2019,18.3,306.2,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
06/01/2023,16.23,293.2,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
06/02/2021,23.31,76.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
22/04/2014,16.34,231.8,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
06/01/2023,13.2,170.8,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
22/05/2013,9.56,370.4,Pendent,Carretera,Doble sentit,Ennudesit,No es de el cas,Clar
09/07/2016,11.8,241.1,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
11/12/2023,18.46,245.6,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
21/11/2016,7.52,3.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
09/12/2010,20.13,375.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
03/03/2018,17.53,170.3,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
22/03/2018,0.20,391.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
08/06/2018,0.51,292.0,Pla,Carretera,Doble sentit,Pluja,No es de el cas,Fosc
17/06/2020,12.37,176.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
12/11/2017,4.27,7.0,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
24/01/2015,3.58,18.0,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
27/10/2012,12.1,420.0,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
17/09/2022,20.9,240.8,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
27/07/2012,17.25,353.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
03/03/2020,0.59,116.9,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
07/07/2010,2.28,258.4,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
02/06/2022,9.17,32.2,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
27/11/2014,7.5,166.4,Pendent,Carretera,Doble sentit,Ennudesit,No es de el cas,Clar
04/02/2017,6.13,399.0,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
17/05/2023,10.7,264.1,Pla,Carretera,Un sentit,Pluja,No es de el cas,Clar
12/06/2013,7.7,110.8,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
28/03/2017,21.39,294.2,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Fosc
30/01/2014,20.3,7.7,Rampa,Carretera,Un sentit,Boira,Boira,Clar
19/06/2019,12.37,359.0,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
05/05/2023,0.55,299.5,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Fosc
05/02/2013,7.35,304.1,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
06/02/2018,18.15,72.7,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
23/08/2020,20.41,86.3,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
11/01/2021,16.38,303.8,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
13/09/2017,22.32,400.5,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Fosc
24/09/2014,4.6,302.4,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
29/07/2015,15.53,5.1,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
30/10/2011,17.45,162.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
25/02/2016,22.48,53.1,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
07/03/2017,11.45,179.6,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
02/10/2011,10.48,182.1,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
02/07/2011,6.44,311.8,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
30/04/2020,18.51,122.7,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
05/11/2013,7.0,376.7,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
11/07/2018,22.0,8.5,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
10/03/2018,13.30,312.9,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
27/04/2021,22.11,296.4,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
23/12/2019,12.45,407.3,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
31/05/2023,2.51,429.8,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
02/11/2013,15.58,23.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
30/07/2010,0.11,164.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
01/03/2023,7.29,295.2,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
15/10/2015,16.22,260.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
02/11/2017,17.48,192.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
23/07/2014,1.14,454.4,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
06/01/2011,12.29,137.1,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
15/01/2012,10.27,104.1,Pla,Autovia,Un sentit,Boira,Boira,Clar
26/03/2015,17.54,258.4,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
26/09/2023,10.36,403.7,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
11/05/2021,7.57,400.3,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Clar
15/10/2022,8.20,296.3,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
20/11/2023,6.54,261.8,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
15/06/2017,8.24,396.1,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
21/03/2016,17.39,15.1,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
23/04/2017,3.11,166.1,Pendent,Autovia,Doble sentit,Boira,Boira,Fosc
07/07/2020,17.21,303.7,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
27/03/2017,6.39,383.7,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
17/08/2019,2.24,162.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
11/12/2017,2.40,16.3,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
06/08/2010,23.30,386.7,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
29/04/2012,3.12,390.3,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
30/04/2012,17.14,16.6,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
25/07/2021,13.21,45.3,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
04/07/2013,8.56,465.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
09/05/2013,1.10,15.6,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
21/06/2011,1.57,17.7,Rampa,Autovia,Doble sentit,Boira,Boira,Fosc
29/06/2023,11.17,160.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
03/11/2017,13.16,7.7,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
30/01/2013,23.51,228.1,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
02/10/2019,9.19,179.2,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
21/07/2021,12.16,308.1,Pendent,Carretera,Un sentit,Pluja,No es de el cas,Clar
06/01/2015,3.53,322.6,Pendent,Autovia,Un sentit,Boira,Boira,Fosc
06/02/2023,8.22,171.2,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
22/11/2010,21.44,423.3,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
14/12/2010,7.54,34.4,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
31/03/2015,4.31,172.7,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
11/12/2017,6.41,4.8,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
01/01/2011,2.38,322.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
21/07/2015,7.15,218.0,Rampa,Carretera,Un sentit,Serè,No es de el cas,Clar
